809011520;350
5182046516;10
5182046516;0
5182046516;0
0;0
0;10
5182046516;10
0;0
1621457674;6
5356828967;10
1617976386;10
5182046516;100
408595952;300
790883622;10
1134741240;10
1061333581;10
5238244573;10
1903214150;10
5192991654;10
5062087376;10
783037923;10
5117562606;20
5356828967;10
5182046516;10
5182046516;9990
1621457674;6
1903214150;10
5291390765;6
1037672024;500
5181059492;300
798544348;10
5182046516;10
1903214150;10
666957940;10
5059198315;10
1845437443;50
790883622;10
1617976386;10
5341898014;10
1134741240;10
1029864541;10
1985182192;10
5192991654;6
971758607;10
674987682;10
5100999715;10
5372138303;30
1368022915;6
1495179077;60
1037672024;500
1779807160;10
1284891853;10
1571844077;10
1302781437;6
458419418;6
5182046516;10
1903214150;10
5125864974;10
1848667727;300
5236957754;10
5356828967;10
5313855011;50
1617976386;6
5365361696;10
1134741240;10
1332637764;20
2001867895;10
5356828967;10
5182046516;24540
1903214150;10
5033022663;10
798544348;10
1600215611;10
5182046516;10
5182046516;10
5182046516;10
1903214150;10
1439436575;10
1620555407;10
1534124285;10
1985458337;6
1600215611;10
1985182192;10
954237651;10
5275716123;10
1160483075;10
5369866054;10
5123918315;10
5192991654;10
1764135502;10
887233514;10
783037923;10
1434920158;10
5182046516;9990
5334834478;6
1903214150;10
1133654786;70
5184840564;10
2069289629;10
1134741240;6
1600215611;10
1534276154;10
1434920158;10
1285450496;10
5121640281;6
1011825870;10
1019157926;10
5039604697;10
1903214150;10
1495179077;20
1134741240;6
5331269147;10
5083526460;10
1617976386;6
5182046516;10
5182046516;10
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5248839396;5
1495179077;5
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5059198315;10
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5182046516;5
5114563242;10
5124896508;10
5117286170;10
5248839396;10
808854843;10
1620555407;10
5340421024;10
1539786739;0
1539786739;10
1434920158;10
